Accelerometr_X,Accelerometr_Y,Accelerometr_Z,Accelerometer_Mean,Accelerometr_Std_X,Accelerometr_Std_Y,Accelerometr_Std_Z,Audio level mean,Light sensor mean,Light sensor std,Proximity,Screen mode,Sleeping,Timing,2 min long 
-12712,-6508,-1852,14400.66,7997,7651,10383,92,17,18,1,off,0,,
-11392,-8940,-7651,16378.01,14632,9827,22027,43,17,18,1,off,0,,
-2300,1140,3888,4658.99,4273,9324,1192,85,18,19,1,off,0,,
-28422,-13682,-6389,32184.26,12114,10629,23315,61,17,18,0,on,0,,
-20269,-6784,-9138,23245.60,6491,7428,15553,54.4,19,20,0,on,0,,
-2850,2053,1228,3720.93,8099,7217,1128,46,18,19,0,off,0,,
-1941,-5736,-4644,7631.25,17603,6838,12669,89,17,18,1,off,0,,
-9192,1451,-4429,10306.03,9466,8291,9789,73,17,18,1,off,0,,
-1747,-9693,-5290,11179.91,12031,6001,8795,49,16,17,1,off,0,,
-5265,1015,1720,5631.06,3035,8035,8560,64,18,19,0,on,0,,
-7649,-10827,-4035,13856.85,11170,11136,9162,90,19,20,0,off,0,,
-1281,-9488,-6337,11481.32,14145,7348,8522,46.6,16,17,0,on,0,,
-11123,-7944,-4547,14404.98,7811,7303,13858,73,17,18,0,off,0,,
-1907,-13204,-4633,14122.57,12134,7036,6685,58,18,19,0,off,0,,
-11849,-7636,-5932,15293.66,1233,8574,8912,55,17,18,1,off,0,,
-12707,-10756,-3353,16982.40,11182,7396,11119,88,18,19,1,off,0,,
-32634,-32034,-32055,55845.13,18022,10943,18402,51,19,20,0,on,0,,
-1900,-5909,-1851,6477.07,10912,7061,9044,72,16,17,0,off,0,,
-10814,-4131,-3778,12177.07,4112,8225,8833,84,21,22,0,on,0,,
-8454,-440,-2676,8878.33,6486,9029,12349,60,20,21,1,off,0,,
-5451,-456,-3950,6747.14,6866,7765,9766,55,21,22,1,off,0,,
-8237,-4914,-2847,10005.05,14831,6713,10584,95,22,23,0,off,0,,
-7329,-8944,-3811,12175.10,11712,8034,10517,81,21,22,1,off,0,,
-12802,213,-2246,12999.27,7861,10343,9532,57,22,23,1,off,0,,
-9023,1042,-2155,9335.11,8411,9273,10736,69,20,21,1,off,0,,
7329,2659,-2362,8146.38,5731,10607,10279,67,31,32,1,off,0,,
-4347,-934,2796,5252.27,12351,7048,10446,50,21,22,0,on,0,,
-7134,389,-2398,7536.29,2144,8565,9689,62,19,20,0,on,0,,
-3924,2920,-1720,5184.84,7194,9234,10405,83,22,23,0,on,0,,
-719,4191,-3597,5569.55,8140,5339,4210,56.6,19,20,1,off,0,,
-5593,3622,-955,6731.46,8360,8799,5818,96.5,18,19,1,off,0,,
-7301,-44,1838,7528.93,2256,8637,10740,60,22,23,1,off,0,,
-3150,-1592,1902,4009.31,7299,7864,10849,53,18,19,1,off,0,,
-10828,-5465,-3945,12754.40,2732,8002,10544,69,19,20,0,on,0,,
-5783,-3883,-3877,7971.94,12749,8564,6901,45.5,19,20,0,on,0,,
-1752,-6555,2030,7082.26,9722,7372,9390,85,20,21,0,off,0,,
-3967,1373,4119,5881.19,4371,6688,9099,55,17,18,0,on,0,,
-2710,2127,4631,5771.86,1528,7002,10639,47,17,18,1,off,0,,
-3771,-501,-701,3868.18,10364,7963,8672,72.6,18,19,0,on,0,,
-9796,-3458,-7773,12974.55,11295,8412,8428,46,17,18,0,off,0,,
-12612,-6408,-1752,14254.63,8097,7751,10483,93,19,20,1,off,0,,
-11292,-8840,-7551,16207.17,14732,9927,22127,44,18,19,1,off,0,,
-2065,1375,4123,4811.86,4508,9559,1427,86,17,18,1,off,0,,
-28187,-13447,-6154,31830.81,12349,10864,23550,62,17,18,0,on,0,,
-20034,-6549,-8903,22880.43,6726,7663,15788,55.4,16,17,0,on,0,,
-2615,2288,1463,3770.08,8334,7452,1363,47,18,19,0,on,0,,
-1706,-5501,-4409,7253.32,17838,7073,12904,90,19,20,1,off,0,,
-8957,1686,-4194,10032.95,9701,8526,10024,74,16,17,1,off,0,,
-1512,-9458,-5055,10830.19,12266,6236,9030,50,17,18,1,off,0,,
-5030,1250,1955,5539.44,3270,8270,8795,65,18,19,0,off,0,,
-7414,-10592,-3800,13475.83,11405,11371,9397,91,17,18,0,on,0,,
-1046,-9253,-6102,11133.13,14380,7583,8757,47.6,18,19,0,on,0,,
-10888,-7709,-4312,14020.36,8046,7538,14093,74,19,20,0,on,0,,
-1672,-12969,-4398,13796.12,12369,7271,6920,59,16,17,0,off,0,,
-11614,-7401,-5697,14903.54,1468,8809,9147,56,21,22,1,off,0,,
-12472,-10521,-3118,16612.17,11417,7631,11354,89,20,21,1,off,0,,
-32399,-31799,-31820,55438.11,18257,11178,18637,52,21,22,0,off,0,,
-1665,-5674,-1616,6130.09,11147,7296,9279,73,22,23,0,off,0,,
-10579,-3896,-3543,11817.23,4347,8460,9068,85,21,22,0,on,0,,
-8219,-205,-2441,8576.27,6721,9264,12584,61,22,23,1,off,0,,
-5216,-221,-3715,6407.55,7101,8000,10001,56,17,18,1,off,0,,
-8002,-4679,-2612,9630.55,15066,6948,10819,96,31,32,0,off,0,,
-7094,-8709,-3576,11788.10,11947,8269,10752,82,21,22,1,off,0,,
-12567,448,-2011,12734.77,8096,10578,9767,58,19,20,1,off,0,,
-8788,1277,-1920,9085.49,8646,9508,10971,70,22,23,1,off,0,,
7564,2894,-2127,8373.38,5966,10842,10514,65,19,20,1,off,0,,
-4112,-699,3031,5155.98,12586,7283,10681,48,18,19,0,on,0,,
-6899,624,-2163,7257.01,2379,8800,9924,60,22,23,0,off,0,,
-3689,3155,-1485,5076.22,7429,9469,10640,81,18,19,0,off,0,,
-484,4426,-3362,5579.14,8375,5574,4445,54.6,19,20,1,off,0,,
-5358,3857,-720,6641.01,8595,9034,6053,94.5,19,20,1,off,0,,
-7066,191,2073,7366.29,2491,8872,10975,58,20,21,1,off,0,,
-2915,-1357,2137,3860.76,7534,8099,11084,51,17,18,1,off,0,,
-10593,-5230,-3710,12382.59,2967,8237,10779,67,17,18,0,on,0,,
-140,57,7486,7487.53,24,389,8392,15,0,0,0,off,1,,
-46,-5,7977,7977.13,-8,37,8083,29,0,0,0,off,1,,
-42,-7,7521,7521.12,61,226,8170,25,0,0,0,off,1,,
-33,-31,7955,7955.13,14,29,8067,18,0,0,0,off,1,,
-68,-13,7892,7892.30,52,57,8087,26,0,0,0,off,1,,
-66,-5,7776,7776.28,40,62,8414,16,0,0,0,off,1,,
-86,-7,7823,7823.48,5,53,8439,21,0,0,0,off,1,,
-38,-21,7407,7407.13,32,36,8225,23,0,0,0,off,1,,
-69,-136,7403,7404.57,566,77,8744,16,0,0,0,off,1,,
-97,-50,7796,7796.76,84,118,8342,19,0,0,0,off,1,,
-92,-34,7974,7974.60,-26,63,8155,30,0,0,0,off,1,,
-77,-93,8009,8009.91,243,165,8544,24,0,0,0,off,1,,
-573,-136,5994,6022.86,51,88,8299,17,0,0,0,off,1,,
-109,-176,7366,7368.91,-6,66,8286,28,0,0,0,off,1,,
-82,-384,7499,7509.27,32,-11,8816,29,0,0,0,off,1,,
-33,3503,6476,7362.79,1296,4473,7528,19,0,0,0,off,1,,
136,3440,6972,7775.66,912,3916,7436,22,0,0,0,off,1,,
37,-372,7986,7994.75,130,-235,8278,27,0,0,0,off,1,,
-32,-254,7842,7846.18,85,-37,8574,30,0,0,0,off,1,,
-47,-125,7317,7318.22,46,-37,8211,21,0,0,0,off,1,,
-100,-177,6724,6727.07,372,55,8961,16,0,0,0,off,1,,
-941,-162,1703,1952.42,124,525,8569,14,0,0,0,off,1,,
-34,-112,7713,7713.89,77,-30,8102,20,0,0,0,off,1,,
-1653,-165,6099,6321.19,304,552,11164,16,0,0,0,off,1,,
-92,-272,7710,7715.34,706,426,10207,16,0,0,0,off,1,,
-239,-190,7533,7539.18,63,43,8344,30,0,0,0,off,1,,
-117,-132,7887,7888.97,77,-37,8670,26,0,0,0,off,1,,
-64,-141,7533,7534.59,417,980,8555,19,0,0,0,off,1,,
-176,76,7970,7972.31,-72,109,8089,27,0,0,0,off,1,,
-217,44,7376,7379.32,-96,121,8186,17,0,0,0,off,1,,
-176,66,7586,7588.33,-108,129,8127,22,0,0,0,off,1,,
-287,-82,6966,6972.39,82,165,8606,24,0,0,0,off,1,,
-183,28,7123,7125.41,-95,353,8095,17,0,0,0,off,1,,
-840,-1064,5567,5729.68,560,1184,9049,20,0,0,0,off,1,,
20,2988,6932,7548.59,1176,3623,7577,30,0,0,0,off,1,,
164,2855,7209,7755.49,683,3242,7564,25,0,0,0,off,1,,
322,2034,7206,7494.48,729,2545,8143,18,0,0,0,off,1,,
-285,19,7916,7921.15,-183,58,8206,29,0,0,0,off,1,,
-307,-42,7826,7832.13,-86,148,8143,30,0,0,0,off,1,,
-530,-917,7587,7660.57,137,1173,8376,20,0,0,0,off,1,,
-260,-46,7915,7919.40,-42,208,8194,23,0,0,0,off,1,,
-130,67,7496,7497.43,34,399,8402,28,0,0,0,off,1,,
-30,11,7993,7993.06,8,53,8099,30,0,0,0,off,1,,
-28,7,7535,7535.06,75,240,8184,22,0,0,0,off,1,,
-23,-21,7965,7965.06,24,39,8077,17,0,0,0,off,1,,
-58,-3,7902,7902.21,62,67,8097,15,0,0,0,off,1,,
-50,11,7792,7792.17,56,78,8430,21,0,0,0,off,1,,
-74,5,7835,7835.35,17,65,8449,17,0,0,0,off,1,,
-28,-11,7417,7417.06,42,46,8235,15,0,0,0,off,1,,
-59,-126,7413,7414.31,576,87,8754,26,0,0,0,off,1,,
-87,-40,7806,7806.59,94,128,8352,22,0,0,0,off,1,,
-82,-24,7984,7984.46,-16,73,8165,15,0,0,0,off,1,,
-67,-83,8019,8019.71,253,175,8554,23,0,0,0,off,1,,
-563,-126,6004,6031.65,61,98,8309,13,0,0,0,off,1,,
-94,-161,7381,7383.35,9,81,8301,18,0,0,0,off,1,,
-81,-383,7500,7510.21,33,-10,8817,20,0,0,0,off,1,,
-23,3513,6486,7376.31,1306,4483,7538,13,0,0,0,off,1,,
146,3450,6982,7789.23,922,3926,7446,16,0,0,0,off,1,,
47,-362,7996,8004.33,140,-225,8288,27,0,0,0,off,1,,
-22,-244,7852,7855.82,95,-27,8584,21,0,0,0,off,1,,
-37,-115,7327,7328.00,56,-27,8221,14,0,0,0,off,1,,
-90,-167,6734,6736.67,382,65,8971,25,0,0,0,off,1,,
-931,-152,1713,1955.56,134,535,8579,26,0,0,0,off,1,,
-24,-102,7723,7723.71,87,-20,8112,16,0,0,0,off,1,,
-1643,-155,6109,6327.98,314,562,11174,19,0,0,0,off,1,,
-82,-262,7720,7724.88,716,436,10217,24,0,0,0,off,1,,
-229,-180,7543,7548.62,73,53,8354,27,0,0,0,off,1,,
-107,-122,7897,7898.67,87,-27,8680,18,0,0,0,off,1,,
-54,-131,7543,7544.33,427,990,8565,15,0,0,0,off,1,,
-166,86,7980,7982.19,-62,119,8099,18,0,0,0,off,1,,
-207,54,7386,7389.10,-86,131,8196,17,0,0,0,off,1,,
-166,76,7596,7598.19,-98,139,8137,18,0,0,0,off,1,,
-277,-72,6976,6981.87,92,175,8616,29,0,0,0,off,1,,
-173,38,7133,7135.20,-85,363,8105,27,0,0,0,off,1,,
-830,-1054,5577,5736.09,570,1194,9059,23,0,0,0,off,1,,
30,2998,6942,7561.76,1186,3633,7587,16,0,0,0,off,1,,
174,2865,7219,7768.68,693,3252,7574,24,0,0,0,off,1,,
332,2044,7216,7507.25,739,2555,8153,14,0,0,0,off,1,,
-275,29,7926,7930.82,-173,68,8216,19,0,0,0,off,1,,
-297,-32,7836,7841.69,-76,158,8153,21,0,0,0,off,1,,
-520,-907,7597,7668.60,147,1183,8386,15,0,0,0,off,1,,
-250,-36,7925,7929.02,-32,218,8204,17,0,0,0,off,1,,
-120,77,7506,7507.35,44,409,8412,27,0,0,0,off,1,,
-20,21,8003,8003.05,18,63,8109,22,0,0,0,off,1,,
-20,15,7543,7543.04,83,248,8192,15,0,0,0,off,1,,
-13,-11,7975,7975.02,34,49,8087,26,0,0,0,off,1,,
-48,7,7912,7912.15,72,77,8107,27,0,0,0,off,1,,
-40,21,7802,7802.13,66,88,8440,17,0,0,0,off,1,,
-64,15,7845,7845.28,27,75,8459,20,0,0,0,off,1,,
-18,-1,7427,7427.02,52,56,8245,29,0,0,0,off,1,,
-49,-116,7423,7424.07,586,97,8764,30,0,0,0,off,1,,
-77,-30,7816,7816.44,104,138,8362,23,0,0,0,off,1,,
-81,-23,7985,7985.44,-15,74,8166,30,0,0,0,off,1,,
-57,-73,8029,8029.53,263,185,8564,21,0,0,0,off,1,,
-553,-116,6014,6040.49,71,108,8319,26,0,0,0,off,1,,
-84,-151,7391,7393.02,19,91,8311,28,0,0,0,off,1,,
-80,-382,7501,7511.15,34,-9,8818,21,0,0,0,off,1,,
-13,3523,6496,7389.84,1316,4493,7548,24,0,0,0,off,1,,
156,3460,6992,7802.82,932,3936,7456,30,0,0,0,off,1,,
57,-352,8006,8013.94,150,-215,8298,29,0,0,0,off,1,,
-12,-234,7862,7865.49,105,-17,8594,22,0,0,0,off,1,,
-153,44,7473,7474.70,11,376,8379,19,0,0,0,off,1,,
-53,-12,7970,7970.19,-15,30,8076,26,0,0,0,off,1,,
-55,-20,7508,7508.23,48,213,8157,18,0,0,0,off,1,,
-49,-47,7939,7939.29,-2,13,8051,27,0,0,0,off,1,,
-81,-26,7879,7879.46,39,44,8074,21,0,0,0,off,1,,
-73,-12,7769,7769.35,33,55,8407,24,0,0,0,off,1,,
-99,-20,7810,7810.65,-8,40,8426,26,0,0,0,off,1,,
-51,-34,7394,7394.25,19,23,8212,21,0,0,0,off,1,,
-82,-149,7390,7391.96,553,64,8731,19,0,0,0,off,1,,
-110,-63,7783,7784.03,71,105,8329,25,0,0,0,off,1,,
-105,-47,7961,7961.83,-39,50,8142,21,0,0,0,off,1,,
-90,-106,7996,7997.21,230,152,8531,16,0,0,0,off,1,,
-586,-149,5981,6011.49,38,75,8286,35,0,0,0,off,1,,
-122,-189,7353,7356.44,-19,53,8273,31,0,0,0,off,1,,
-95,-397,7486,7497.12,19,-24,8803,24,0,0,0,off,1,,
-46,3490,6463,7345.24,1283,4460,7515,30,0,0,0,off,1,,
123,3427,6959,7758.04,899,3903,7423,22,0,0,0,off,1,,
24,-385,7973,7982.33,117,-248,8265,27,0,0,0,off,1,,
-45,-267,7829,7833.68,72,-50,8561,29,0,0,0,off,1,,
-60,-138,7304,7305.55,33,-50,8198,22,0,0,0,off,1,,
-113,-190,6711,6714.64,359,42,8948,25,0,0,0,off,1,,
-954,-175,1690,1948.55,111,512,8556,35,0,0,0,off,1,,
-47,-125,7700,7701.16,64,-43,8089,30,0,0,0,off,1,,
-1666,-178,6086,6312.42,291,539,11151,23,0,0,0,off,1,,
-105,-285,7697,7702.99,693,413,10194,15,0,0,0,off,1,,
-252,-203,7520,7526.96,50,30,8331,19,0,0,0,off,1,,
-130,-145,7874,7876.41,64,-50,8657,25,0,0,0,off,1,,
-77,-154,7520,7521.97,404,967,8542,28,0,0,0,off,1,,
-189,63,7957,7959.49,-85,96,8076,26,0,0,0,off,1,,
-230,31,7363,7366.66,-109,108,8173,30,0,0,0,off,1,,
-189,53,7573,7575.54,-121,116,8114,27,0,0,0,off,1,,
-300,-95,6953,6960.12,69,152,8593,22,0,0,0,off,1,,
-196,15,7110,7112.72,-108,340,8082,20,0,0,0,off,1,,
-853,-1077,5554,5721.40,547,1171,9036,26,0,0,0,off,1,,
27,2995,6939,7557.81,1183,3630,7584,22,0,0,0,off,1,,
151,2842,7196,7738.36,670,3229,7551,20,0,0,0,off,1,,
309,2021,7193,7477.91,716,2532,8130,29,0,0,0,off,1,,
-278,26,7923,7927.92,-176,65,8213,27,0,0,0,off,1,,
-320,-55,7813,7819.74,-99,135,8130,20,0,0,0,off,1,,
-543,-930,7574,7650.18,124,1160,8363,28,0,0,0,off,1,,
-273,-59,7902,7906.93,-55,195,8181,18,0,0,0,off,1,,
-143,54,7483,7484.56,21,386,8389,23,0,0,0,off,1,,
-23,18,8000,8000.05,15,60,8106,25,0,0,0,off,1,,
-23,12,7540,7540.04,80,245,8189,18,0,0,0,off,1,,
-36,-34,7952,7952.15,11,26,8064,21,0,0,0,off,1,,
-71,-16,7889,7889.34,49,54,8084,32,0,0,0,off,1,,
-43,18,7799,7799.14,63,85,8437,26,0,0,0,off,1,,
-67,12,7842,7842.30,24,72,8456,19,0,0,0,off,1,,
-41,-24,7404,7404.15,29,33,8222,30,0,0,0,off,1,,
-72,-139,7400,7401.66,563,74,8741,29,0,0,0,off,1,,
-100,-53,7793,7793.82,81,115,8339,21,0,0,0,off,1,,
-95,-37,7971,7971.65,-29,60,8152,24,0,0,0,off,1,,
-80,-96,8006,8006.98,240,162,8541,29,0,0,0,off,1,,
-576,-139,5991,6020.23,48,85,8296,30,0,0,0,off,1,,
-107,-174,7368,7370.83,-4,68,8288,23,0,0,0,off,1,,
-94,-396,7487,7498.05,20,-23,8804,20,0,0,0,off,1,,
-36,3500,6473,7358.74,1293,4470,7525,23,0,0,0,off,1,,
133,3437,6969,7771.59,909,3913,7433,22,0,0,0,off,1,,
34,-375,7983,7991.88,127,-238,8275,23,0,0,0,off,1,,
-35,-257,7839,7843.29,82,-40,8571,29,0,0,0,off,1,,
-50,-128,7314,7315.29,43,-40,8208,19,0,0,0,off,1,,
-103,-180,6721,6724.20,369,52,8958,28,0,0,0,off,1,,
-944,-165,1700,1951.50,121,522,8566,21,0,0,0,off,1,,
-37,-115,7710,7710.95,74,-33,8099,29,0,0,0,off,1,,
-1656,-168,6096,6319.16,301,549,11161,18,0,0,0,off,1,,
-95,-275,7707,7712.49,703,423,10204,24,0,0,0,off,1,,
-242,-193,7530,7536.36,60,40,8341,26,0,0,0,off,1,,
-120,-135,7884,7886.07,74,-40,8667,20,0,0,0,off,1,,
-67,-144,7530,7531.67,414,977,8552,22,0,0,0,off,1,,
-179,73,7967,7969.34,-75,106,8086,32,0,0,0,off,1,,
-220,41,7373,7376.40,-99,118,8183,27,0,0,0,off,1,,
-179,63,7583,7585.37,-111,126,8124,20,0,0,0,off,1,,
-290,-85,6963,6969.55,79,162,8603,23,0,0,0,off,1,,
-186,25,7120,7122.47,-98,350,8092,30,0,0,0,off,1,,
-843,-1067,5564,5727.76,557,1181,9046,22,0,0,0,off,1,,
17,2985,6929,7544.64,1173,3620,7574,25,0,0,0,off,1,,
161,2852,7206,7751.53,680,3239,7561,16,0,0,0,off,1,,
319,2031,7203,7490.66,726,2542,8140,30,0,0,0,off,1,,
-288,16,7913,7918.26,-186,55,8203,28,0,0,0,off,1,,
-310,-45,7823,7829.27,-89,145,8140,27,0,0,0,off,1,,
-533,-920,7584,7658.17,134,1170,8373,26,0,0,0,off,1,,
-263,-49,7912,7916.52,-45,205,8191,30,0,0,0,off,1,,
-133,64,7493,7494.45,31,396,8399,29,0,0,0,off,1,,
-13,28,8010,8010.06,25,70,8116,26,0,0,0,off,1,,
-13,22,7550,7550.04,90,255,8199,29,0,0,0,off,1,,
-26,-24,7962,7962.08,21,36,8074,30,0,0,0,off,1,,
-41,14,7919,7919.12,79,84,8114,15,0,0,0,off,1,,
-33,28,7809,7809.12,73,95,8447,27,0,0,0,off,1,,
-57,22,7852,7852.24,34,82,8466,24,0,0,0,off,1,,
-31,-14,7414,7414.08,39,43,8232,16,0,0,0,off,1,,
-62,-129,7410,7411.38,573,84,8751,23,0,0,0,off,1,,
-90,-43,7803,7803.64,91,125,8349,30,0,0,0,off,1,,
-94,-36,7972,7972.64,-28,61,8153,26,0,0,0,off,1,,
-70,-86,8016,8016.77,250,172,8551,29,0,0,0,off,1,,
-566,-129,6001,6029.01,58,95,8306,30,0,0,0,off,1,,
-97,-164,7378,7380.46,6,78,8298,26,0,0,0,off,1,,
-93,-395,7488,7498.99,21,-22,8805,24,0,0,0,off,1,,
-26,3510,6483,7372.25,1303,4480,7535,30,0,0,0,off,1,,
143,3447,6979,7785.16,919,3923,7443,26,0,0,0,off,1,,
44,-365,7993,8001.45,137,-228,8285,21,0,0,0,off,1,,
-25,-247,7849,7852.93,92,-30,8581,20,0,0,0,off,1,,
-150,47,7476,7477.65,14,379,8382,16,0,0,0,off,1,,
-56,-15,7967,7967.21,-18,27,8073,29,0,0,0,off,1,,
-52,-17,7511,7511.20,51,216,8160,15,0,0,0,off,1,,
-43,-41,7945,7945.22,4,19,8057,27,0,0,0,off,1,,
-78,-23,7882,7882.42,42,47,8077,30,0,0,0,off,1,,
-76,-15,7766,7766.39,30,52,8404,21,0,0,0,off,1,,
-96,-17,7813,7813.61,-5,43,8429,27,0,0,0,off,1,,
-48,-31,7397,7397.22,22,26,8215,30,0,0,0,off,1,,
-79,-146,7393,7394.86,556,67,8734,23,0,0,0,off,1,,
-107,-60,7786,7786.97,74,108,8332,30,0,0,0,off,1,,
-102,-44,7964,7964.77,-36,53,8145,28,0,0,0,off,1,,
-87,-103,7999,8000.14,233,155,8534,20,0,0,0,off,1,,
-583,-146,5984,6014.11,41,78,8289,24,0,0,0,off,1,,
-119,-186,7356,7359.31,-16,56,8276,30,0,0,0,off,1,,
-92,-394,7489,7499.92,22,-21,8806,23,0,0,0,off,1,,
-43,3493,6466,7349.29,1286,4463,7518,30,0,0,0,off,1,,
126,3430,6962,7762.10,902,3906,7426,15,0,0,0,off,1,,
27,-382,7976,7985.19,120,-245,8268,30,0,0,0,off,1,,
-42,-264,7832,7836.56,75,-47,8564,27,0,0,0,off,1,,
-57,-135,7307,7308.47,36,-47,8201,25,0,0,0,off,1,,
-110,-187,6714,6717.50,362,45,8951,30,0,0,0,off,1,,
-951,-172,1693,1949.42,114,515,8559,27,0,0,0,off,1,,
-44,-122,7703,7704.09,67,-40,8092,25,0,0,0,off,1,,
-1663,-175,6089,6314.44,294,542,11154,24,0,0,0,off,1,,
-102,-282,7700,7705.84,696,416,10197,30,0,0,0,off,1,,
-249,-200,7523,7529.78,53,33,8334,25,0,0,0,off,1,,
-127,-142,7877,7879.30,67,-47,8660,30,0,0,0,off,1,,
-74,-151,7523,7524.88,407,970,8545,23,0,0,0,off,1,,
-186,66,7960,7962.45,-82,99,8079,28,0,0,0,off,1,,
-227,34,7366,7369.58,-106,111,8176,30,0,0,0,off,1,,
-186,56,7576,7578.49,-118,119,8117,23,0,0,0,off,1,,
-297,-92,6956,6962.95,72,155,8596,26,0,0,0,off,1,,
-193,18,7113,7115.64,-105,343,8085,27,0,0,0,off,1,,
-850,-1074,5557,5723.31,550,1174,9039,30,0,0,0,off,1,,
10,2978,6922,7535.43,1166,3613,7567,24,0,0,0,off,1,,
154,2845,7199,7742.31,673,3232,7554,19,0,0,0,off,1,,
312,2024,7196,7481.73,719,2535,8133,17,0,0,0,off,1,,
-295,9,7906,7911.51,-193,48,8196,26,0,0,0,off,1,,
-317,-52,7816,7822.60,-96,138,8133,29,0,0,0,off,1,,
-540,-927,7577,7652.57,127,1163,8366,20,0,0,0,off,1,,
-270,-56,7905,7909.81,-52,198,8184,29,0,0,0,off,1,,
-140,57,7486,7487.53,24,389,8392,28,0,0,0,off,1,,
-40,1,7983,7983.10,-2,43,8089,25,0,0,0,off,1,,
-38,-3,7525,7525.10,65,230,8174,28,0,0,0,off,1,,
-33,-31,7955,7955.13,14,29,8067,27,0,0,0,off,1,,
-68,-13,7892,7892.30,52,57,8087,28,0,0,0,off,1,,
-60,1,7782,7782.23,46,68,8420,30,0,0,0,off,1,,
-84,-5,7825,7825.45,7,55,8439,24,0,0,0,off,1,,
-38,-21,7407,7407.13,32,36,8225,17,0,0,0,off,1,,
-69,-136,7403,7404.57,566,77,8744,26,0,0,0,off,1,,
-97,-50,7796,7796.76,84,118,8342,30,0,0,0,off,1,,
-92,-34,7974,7974.60,-26,63,8155,23,0,0,0,off,1,,
-77,-93,8009,8009.91,243,165,8544,29,0,0,0,off,1,,
-573,-136,5994,6022.86,51,88,8299,24,0,0,0,off,1,,
-104,-171,7371,7373.72,-1,71,8291,25,0,0,0,off,1,,
-91,-393,7490,7500.86,23,-20,8807,27,0,0,0,off,1,,
-33,3503,6476,7362.79,1296,4473,7528,24,0,0,0,off,1,,
136,3440,6972,7775.66,912,3916,7436,30,0,0,0,off,1,,
37,-372,7986,7994.75,130,-235,8278,25,0,0,0,off,1,,
-32,-254,7842,7846.18,85,-37,8574,28,0,0,0,off,1,,
-47,-125,7317,7318.22,46,-37,8211,30,0,0,0,off,1,,
-100,-177,6724,6727.07,372,55,8961,27,0,0,0,off,1,,
-941,-162,1703,1952.42,124,525,8569,30,0,0,0,off,1,,
-34,-112,7713,7713.89,77,-30,8102,21,0,0,0,off,1,,
-1653,-165,6099,6321.19,304,552,11164,23,0,0,0,off,1,,
-92,-272,7710,7715.34,706,426,10207,25,0,0,0,off,1,,
-239,-190,7533,7539.18,63,43,8344,30,0,0,0,off,1,,
-117,-132,7887,7888.97,77,-37,8670,28,0,0,0,off,1,,
-64,-141,7533,7534.59,417,980,8555,15,0,0,0,off,1,,
-176,76,7970,7972.31,-72,109,8089,17,0,0,0,off,1,,
-217,44,7376,7379.32,-96,121,8186,30,0,0,0,off,1,,
-176,66,7586,7588.33,-108,129,8127,27,0,0,0,off,1,,
-287,-82,6966,6972.39,82,165,8606,19,0,0,0,off,1,,
-183,28,7123,7125.41,-95,353,8095,20,0,0,0,off,1,,
-840,-1064,5567,5729.68,560,1184,9049,22,0,0,0,off,1,,
20,2988,6932,7548.59,1176,3623,7577,29,0,0,0,off,1,,
164,2855,7209,7755.49,683,3242,7564,21,0,0,0,off,1,,
322,2034,7206,7494.48,729,2545,8143,28,0,0,0,off,1,,
-285,19,7916,7921.15,-183,58,8206,22,0,0,0,off,1,,
-307,-42,7826,7832.13,-86,148,8143,30,0,0,0,off,1,,
-530,-917,7587,7660.57,137,1173,8376,16,0,0,0,off,1,,
-260,-46,7915,7919.40,-42,208,8194,18,0,0,0,off,1,,
-130,67,7496,7497.43,34,399,8402,30,0,0,0,off,1,,
-35,6,7988,7988.08,3,48,8094,29,0,0,0,off,1,,
-30,5,7533,7533.06,73,238,8182,14,0,0,0,off,1,,
-23,-21,7965,7965.06,24,39,8077,21,0,0,0,off,1,,
-58,-3,7902,7902.21,62,67,8097,26,0,0,0,off,1,,
,,,,,,,,,,,,,,
