Accelerometr_X,Accelerometr_Y,Accelerometr_Z,Accelerometer_Mean,Accelerometr_Std_X,Accelerometr_Std_Y,Accelerometr_Std_Z,Audio level mean,Light sensor mean,Light sensor std,Proximity,Screen mode,Sleeping,Timing,2 min long 
-8770,-7528,-7020,13522.72,1678,3964,13430,86.4,18,19,1,off,0,,
-7205,-11858,-9586,16864.63,10491,3190,19233,49,18,19,1,off,0,,
-7504,-9911,-12144,17378.57,9454,4009,8365,96,19,20,1,off,0,,
-1123,1742,2803,3486.04,67,2421,4368,70,18,19,0,on,0,,
-7333,-14187,-12606,20345.89,8477,3119,17852,43,20,21,0,on,0,,
-1953,235,2159,2920.74,819,3096,5047,57,19,20,0,off,0,,
-353,1796,3156,3648.36,791,2452,4430,82,18,19,1,off,0,,
-4338,-13689,-13147,19469.22,15800,2836,9528,58,18,19,1,off,0,,
-9694,-12421,-23085,27949.46,10157,4138,30131,45.6,17,18,1,off,0,,
-8261,-6907,-11849,16010.92,3842,2884,14176,77,19,20,0,on,0,,
-8157,-1365,-1585,8420.93,4919,4743,7051,52,20,21,0,off,0,,
-2038,1722,2192,3453.06,651,2957,4693,91,17,18,0,on,0,,
-5331,-9884,3491,11760.11,9702,2992,9201,63,18,19,0,off,0,,
-3327,-11771,-7489,14342.61,6496,2905,6618,69,19,20,0,off,0,,
-27432,-13692,12104,32961.98,-6399,10619,23305,61,18,19,1,off,0,,
-11233,-7954,7801,15820.94,-4557,7293,13848,50,19,20,1,off,0,,
-10738,-5475,2722,12356.76,-3955,7992,10534,88,20,21,0,on,0,,
-12522,-6418,8087,16229.32,-1762,7741,10473,85,17,18,0,off,0,,
-4980,-8724,-5278,11347.50,2004,3962,10681,87,22,23,0,on,0,,
-1115,1367,3060,3532.07,961,2450,4478,64,21,22,1,off,0,,
-1667,1817,2780,3716.02,1210,3422,4388,48.6,22,23,1,off,0,,
-10614,-12718,-11021,19896.41,2672,7781,16168,83,23,24,0,off,0,,
-11027,-20216,-8719,24623.21,3087,5685,19696,46,22,23,1,off,0,,
-6174,-1564,-4315,7693.09,6892,3196,10312,84.1,23,24,1,off,0,,
-2339,-5365,-10000,11586.81,7952,2359,7857,59,66,67,1,off,0,,
-3668,-7082,-8694,11798.08,8979,3866,8064,45,32,33,1,off,0,,
-5854,-7468,-12072,15354.92,10616,4674,7550,84,22,23,0,on,0,,
-7848,-6148,-29932,31548.59,3938,3626,11384,52.7,20,21,0,on,0,,
-9002,-7512,-7624,13985.40,8077,2911,11446,61,23,24,0,on,0,,
-2842,570,583,2956.65,-2390,5200,6004,95,20,21,1,off,0,,
-11191,11764,-8027,18112.51,11327,3531,13558,43,19,20,1,off,0,,
-10182,-10900,-7776,16821.10,8705,4688,15282,74,23,24,1,off,0,,
-526,2031,3277,3891.06,475,2490,3803,47,19,20,1,off,0,,
-2904,-3183,1077,4441.24,4948,3270,6755,91,20,21,0,on,0,,
-10605,-9764,-3264,14780.24,2403,3040,10289,60,20,21,0,on,0,,
-1496,898,2638,3162.83,1532,2900,5319,47.5,21,22,0,off,0,,
-1361,1494,2593,3287.55,634,3051,4277,85,18,19,0,on,0,,
-4232,-4224,-3250,6805.48,4057,3185,13546,94,18,19,1,off,0,,
-11973,-6364,-5288,14553.91,6756,5446,16921,69,19,20,0,on,0,,
-2595,1070,504,2851.83,2234,4250,6105,54,18,19,0,off,0,,
-8870,-7628,-7120,13695.17,1578,3864,13330,87.4,20,21,1,off,0,,
-7305,-11958,-9686,17034.54,10391,3090,19133,50,19,20,1,off,0,,
-7604,-10011,-12244,17548.69,9354,3909,8265,97,18,19,1,off,0,,
-1223,1642,2703,3390.89,-33,2321,4268,71,18,19,0,on,0,,
-7433,-14287,-12706,20513.66,8377,3019,17752,44,17,18,0,on,0,,
-2053,135,2059,2910.76,719,2996,4947,58,19,20,0,on,0,,
-453,1696,3056,3524.31,691,2352,4330,83,20,21,1,off,0,,
-4438,-13789,-13247,19629.45,15700,2736,9428,59,17,18,1,off,0,,
-9794,-12521,-23185,28111.25,10057,4038,30031,46.6,18,19,1,off,0,,
-8361,-7007,-11949,16179.71,3742,2784,14076,78,19,20,0,off,0,,
-8257,-1465,-1685,8553.57,4819,4643,6951,53,18,19,0,on,0,,
-2138,1622,2092,3402.70,551,2857,4593,92,19,20,0,on,0,,
-5431,-9984,3391,11860.64,9602,2892,9101,64,20,21,0,on,0,,
-3427,-11871,-7589,14500.27,6396,2805,6518,70,17,18,0,off,0,,
-27532,-13792,12004,33050.36,-6499,10519,23205,62,22,23,1,off,0,,
-11333,-8054,7701,15893.68,-4657,7193,13748,51,21,22,1,off,0,,
-10838,-5575,2622,12466.67,-4055,7892,10434,89,22,23,0,off,0,,
-12622,-6518,7987,16296.97,-1862,7641,10373,86,23,24,0,off,0,,
-5080,-8824,-5378,11514.87,1904,3862,10581,88,22,23,0,on,0,,
-1215,1267,2960,3441.38,861,2350,4378,65,23,24,1,off,0,,
-1767,1717,2680,3640.44,1110,3322,4288,49.6,66,67,1,off,0,,
-10714,-12818,-11121,20069.07,2572,7681,16068,84,32,33,0,off,0,,
-11127,-20316,-8819,24785.58,2987,5585,19596,47,22,23,1,off,0,,
-5874,-1264,-4015,7226.47,7192,3496,10612,85.1,20,21,1,off,0,,
-2039,-5065,-9700,11131.12,8252,2659,8157,60,23,24,1,off,0,,
-3368,-6782,-8394,11304.79,9279,4166,8364,46,20,21,1,off,0,,
-5554,-7168,-11772,14859.58,10916,4974,7850,85,19,20,0,on,0,,
-7548,-5848,-29632,31132.41,4238,3926,11684,53.7,23,24,0,off,0,,
-8702,-7212,-7324,13467.69,8377,3211,11746,62,19,20,0,off,0,,
-2542,870,883,2828.14,-2090,5500,6304,96,20,21,1,off,0,,
-10891,12064,-7727,17996.12,11627,3831,13858,44,17,18,1,off,0,,
-9882,-10600,-7476,16306.58,9005,4988,15582,75,21,22,1,off,0,,
-226,2331,3577,4275.46,775,2790,4103,48,18,19,1,off,0,,
-2604,-2883,1377,4121.73,5248,3570,7055,92,18,19,0,on,0,,
-250,-69,4054,4062.29,-124,181,4752,16,0,0,0,off,1,,
-236,-55,3998,4005.34,14,103,4950,14,0,0,0,off,1,,
-150,-88,3700,3704.08,42,153,4299,20,0,0,0,off,1,,
-91,34,3839,3840.23,5,75,4334,16,0,0,0,off,1,,
-93,51,4040,4041.39,-7,70,4151,16,0,0,0,off,1,,
-89,41,4055,4056.18,-46,80,4160,30,0,0,0,off,1,,
-113,33,4035,4036.72,-5,78,4270,26,0,0,0,off,1,,
-105,55,3775,3776.86,61,81,4609,19,0,0,0,off,1,,
-130,36,3893,3895.34,-35,74,4178,27,0,0,0,off,1,,
-108,51,3999,4000.78,-23,86,4205,17,0,0,0,off,1,,
-174,8,4044,4047.75,170,126,4422,22,0,0,0,off,1,,
-288,-34,3224,3237.02,37,68,4515,24,0,0,0,off,1,,
-80,-25,4052,4052.87,-23,13,4190,17,0,0,0,off,1,,
-173,-54,3018,3023.44,-149,7,4298,20,0,0,0,off,1,,
-156,-28,3944,3947.18,-12,-25,4324,30,0,0,0,off,1,,
-128,-37,4070,4072.18,-2,11,4243,25,0,0,0,off,1,,
-68,-24,3633,3633.72,15,5,4179,18,0,0,0,off,1,,
-76,-20,4074,4074.76,-31,6,4141,29,0,0,0,off,1,,
-88,-22,4082,4083.01,-23,2,4260,30,0,0,0,off,1,,
-76,-23,3913,3913.81,-18,2,4189,20,0,0,0,off,1,,
-93,-28,3944,3945.20,-13,3,4175,23,0,0,0,off,1,,
-159,-34,3754,3757.52,7,30,4241,28,0,0,0,off,1,,
-168,-26,3843,3846.76,-29,15,4297,30,0,0,0,off,1,,
-107,-43,4068,4069.63,-11,3,4386,22,0,0,0,off,1,,
-77,-30,3709,3709.92,-28,5,4154,17,0,0,0,off,1,,
-180,-24,4047,4051.07,69,8,4389,15,0,0,0,off,1,,
-84,-29,3872,3873.02,-36,26,4171,21,0,0,0,off,1,,
-137,-26,4060,4062.39,-22,22,4258,17,0,0,0,off,1,,
-162,-45,4011,4014.52,-8,3,4579,15,0,0,0,off,1,,
-150,-52,3823,3826.29,141,19,4517,26,0,0,0,off,1,,
-156,-34,4018,4021.17,0,9,4255,22,0,0,0,off,1,,
-154,-25,3797,3800.20,-33,113,4457,15,0,0,0,off,1,,
-118,-47,4079,4080.98,-4,17,4638,23,0,0,0,off,1,,
-90,-17,4047,4048.04,-43,6,4451,13,0,0,0,off,1,,
-104,-20,3960,3961.42,-16,6,4146,18,0,0,0,off,1,,
-65,-7,4037,4037.53,-21,124,4174,20,0,0,0,off,1,,
-92,-29,4043,4044.15,-17,-1,4253,13,0,0,0,off,1,,
-76,-42,4078,4078.92,24,7,4285,16,0,0,0,off,1,,
-75,-20,4057,4057.74,-20,1,4144,27,0,0,0,off,1,,
-122,-23,4053,4054.90,0,-1,4332,21,0,0,0,off,1,,
-81,-31,4049,4049.93,-16,120,4207,14,0,0,0,off,1,,
-148,-26,4055,4057.78,-39,59,4225,25,0,0,0,off,1,,
-165,-124,3991,3996.33,-67,145,4312,26,0,0,0,off,1,,
-247,-66,4057,4065.05,-121,184,4755,16,0,0,0,off,1,,
-233,-52,4001,4008.12,17,106,4953,19,0,0,0,off,1,,
-147,-85,3703,3706.89,45,156,4302,24,0,0,0,off,1,,
-88,37,3842,3843.19,8,78,4337,27,0,0,0,off,1,,
-90,54,4043,4044.36,-4,73,4154,18,0,0,0,off,1,,
-86,44,4058,4059.15,-43,83,4163,15,0,0,0,off,1,,
-110,36,4038,4039.66,-2,81,4273,18,0,0,0,off,1,,
-102,58,3778,3779.82,64,84,4612,17,0,0,0,off,1,,
-127,39,3896,3898.26,-32,77,4181,18,0,0,0,off,1,,
-105,54,4002,4003.74,-20,89,4208,29,0,0,0,off,1,,
-171,11,4047,4050.63,173,129,4425,27,0,0,0,off,1,,
-285,-31,3227,3239.71,40,71,4518,23,0,0,0,off,1,,
-77,-22,4055,4055.79,-20,16,4193,16,0,0,0,off,1,,
-170,-51,3021,3026.21,-146,10,4301,24,0,0,0,off,1,,
-153,-25,3947,3950.04,-9,-22,4327,14,0,0,0,off,1,,
-125,-34,4073,4075.06,1,14,4246,19,0,0,0,off,1,,
-65,-21,3636,3636.64,18,8,4182,21,0,0,0,off,1,,
-73,-17,4077,4077.69,-28,9,4144,15,0,0,0,off,1,,
-85,-19,4085,4085.93,-20,5,4263,17,0,0,0,off,1,,
-73,-20,3916,3916.73,-15,5,4192,27,0,0,0,off,1,,
-90,-25,3947,3948.11,-10,6,4178,22,0,0,0,off,1,,
-156,-31,3757,3760.37,10,33,4244,15,0,0,0,off,1,,
-165,-23,3846,3849.61,-26,18,4300,26,0,0,0,off,1,,
-104,-40,4071,4072.52,-8,6,4389,27,0,0,0,off,1,,
-74,-27,3712,3712.84,-25,8,4157,17,0,0,0,off,1,,
-177,-21,4050,4053.92,72,11,4392,20,0,0,0,off,1,,
-81,-26,3875,3875.93,-33,29,4174,29,0,0,0,off,1,,
-134,-23,4063,4065.27,-19,25,4261,30,0,0,0,off,1,,
-159,-42,4014,4017.37,-5,6,4582,23,0,0,0,off,1,,
-147,-49,3826,3829.14,144,22,4520,30,0,0,0,off,1,,
-153,-31,4021,4024.03,3,12,4258,21,0,0,0,off,1,,
-151,-22,3800,3803.06,-30,116,4460,26,0,0,0,off,1,,
-115,-44,4082,4083.86,-1,20,4641,28,0,0,0,off,1,,
-87,-14,4050,4050.96,-40,9,4454,21,0,0,0,off,1,,
-101,-17,3963,3964.32,-13,9,4149,24,0,0,0,off,1,,
-62,-4,4040,4040.48,-18,127,4177,30,0,0,0,off,1,,
-89,-26,4046,4047.06,-14,2,4256,29,0,0,0,off,1,,
-73,-39,4081,4081.84,27,10,4288,22,0,0,0,off,1,,
-72,-17,4060,4060.67,-17,4,4147,19,0,0,0,off,1,,
-119,-20,4056,4057.79,3,2,4335,26,0,0,0,off,1,,
-78,-28,4052,4052.85,-13,123,4210,18,0,0,0,off,1,,
-145,-23,4058,4060.65,-36,62,4228,27,0,0,0,off,1,,
-162,-121,3994,3999.12,-64,148,4315,21,0,0,0,off,1,,
-244,-63,4060,4067.81,-118,187,4758,24,0,0,0,off,1,,
-230,-49,4004,4010.90,20,109,4956,26,0,0,0,off,1,,
-144,-82,3706,3709.70,48,159,4305,21,0,0,0,off,1,,
-85,40,3845,3846.15,11,81,4340,19,0,0,0,off,1,,
-87,57,4046,4047.34,-1,76,4157,25,0,0,0,off,1,,
-83,47,4061,4062.12,-40,86,4166,21,0,0,0,off,1,,
-107,39,4041,4042.60,1,84,4276,16,0,0,0,off,1,,
-99,61,3781,3782.79,67,87,4615,35,0,0,0,off,1,,
-124,42,3899,3901.20,-29,80,4184,31,0,0,0,off,1,,
-102,57,4005,4006.70,-17,92,4211,24,0,0,0,off,1,,
-168,14,4050,4053.51,176,132,4428,30,0,0,0,off,1,,
-282,-28,3230,3242.41,43,74,4521,22,0,0,0,off,1,,
-74,-19,4058,4058.72,-17,19,4196,27,0,0,0,off,1,,
-167,-48,3024,3028.99,-143,13,4304,29,0,0,0,off,1,,
-150,-22,3950,3952.91,-6,-19,4330,22,0,0,0,off,1,,
-122,-31,4076,4077.94,4,17,4249,25,0,0,0,off,1,,
-62,-18,3639,3639.57,21,11,4185,35,0,0,0,off,1,,
-70,-14,4080,4080.62,-25,12,4147,30,0,0,0,off,1,,
-82,-16,4088,4088.85,-17,8,4266,23,0,0,0,off,1,,
-70,-17,3919,3919.66,-12,8,4195,15,0,0,0,off,1,,
-87,-22,3950,3951.02,-7,9,4181,19,0,0,0,off,1,,
-153,-28,3760,3763.22,13,36,4247,25,0,0,0,off,1,,
-162,-20,3849,3852.46,-23,21,4303,28,0,0,0,off,1,,
-101,-37,4074,4075.42,-5,9,4392,26,0,0,0,off,1,,
-71,-24,3715,3715.76,-22,11,4160,30,0,0,0,off,1,,
-174,-18,4053,4056.77,75,14,4395,27,0,0,0,off,1,,
-78,-23,3878,3878.85,-30,32,4177,22,0,0,0,off,1,,
-131,-20,4066,4068.16,-16,28,4264,20,0,0,0,off,1,,
-156,-39,4017,4020.22,-2,9,4585,26,0,0,0,off,1,,
-144,-46,3829,3831.98,147,25,4523,22,0,0,0,off,1,,
-150,-28,4024,4026.89,6,15,4261,20,0,0,0,off,1,,
-148,-19,3803,3805.93,-27,119,4463,29,0,0,0,off,1,,
-112,-41,4085,4086.74,2,23,4644,27,0,0,0,off,1,,
-84,-11,4053,4053.89,-37,12,4457,20,0,0,0,off,1,,
-98,-14,3966,3967.24,-10,12,4152,28,0,0,0,off,1,,
-65,-7,4037,4037.53,-21,124,4174,18,0,0,0,off,1,,
-86,-23,4049,4049.98,-11,5,4259,23,0,0,0,off,1,,
-70,-36,4084,4084.76,30,13,4291,25,0,0,0,off,1,,
-69,-14,4063,4063.61,-14,7,4150,18,0,0,0,off,1,,
-116,-17,4059,4060.69,6,5,4338,21,0,0,0,off,1,,
-75,-25,4055,4055.77,-10,126,4213,32,0,0,0,off,1,,
-142,-20,4061,4063.53,-33,65,4231,26,0,0,0,off,1,,
-159,-118,3997,4001.90,-61,151,4318,19,0,0,0,off,1,,
-260,-79,4044,4053.12,-134,171,4742,30,0,0,0,off,1,,
-246,-65,3988,3996.11,4,93,4940,29,0,0,0,off,1,,
-160,-98,3690,3694.77,32,143,4289,21,0,0,0,off,1,,
-101,24,3829,3830.41,-5,65,4324,24,0,0,0,off,1,,
-103,41,4030,4031.52,-17,60,4141,29,0,0,0,off,1,,
-99,31,4045,4046.33,-56,70,4150,30,0,0,0,off,1,,
-123,23,4025,4026.94,-15,68,4260,23,0,0,0,off,1,,
-115,45,3765,3767.02,51,71,4599,20,0,0,0,off,1,,
-140,26,3883,3885.61,-45,64,4168,23,0,0,0,off,1,,
-118,41,3989,3990.96,-33,76,4195,22,0,0,0,off,1,,
-184,-2,4034,4038.19,160,116,4412,23,0,0,0,off,1,,
-298,-44,3214,3228.09,27,58,4505,29,0,0,0,off,1,,
-90,-35,4042,4043.15,-33,3,4180,19,0,0,0,off,1,,
-183,-64,3008,3014.24,-159,-3,4288,28,0,0,0,off,1,,
-166,-38,3934,3937.68,-22,-35,4314,21,0,0,0,off,1,,
-138,-47,4060,4062.62,-12,1,4233,29,0,0,0,off,1,,
-78,-34,3623,3624.00,5,-5,4169,18,0,0,0,off,1,,
-86,-30,4064,4065.02,-41,-4,4131,24,0,0,0,off,1,,
-98,-32,4072,4073.30,-33,-8,4250,26,0,0,0,off,1,,
-86,-33,3903,3904.09,-28,-8,4179,20,0,0,0,off,1,,
-103,-38,3934,3935.53,-23,-7,4165,22,0,0,0,off,1,,
-169,-44,3744,3748.07,-3,20,4231,32,0,0,0,off,1,,
-178,-36,3833,3837.30,-39,5,4287,27,0,0,0,off,1,,
-117,-53,4058,4060.03,-21,-7,4376,20,0,0,0,off,1,,
-87,-40,3699,3700.24,-38,-5,4144,23,0,0,0,off,1,,
-190,-34,4037,4041.61,59,-2,4379,30,0,0,0,off,1,,
-94,-39,3862,3863.34,-46,16,4161,22,0,0,0,off,1,,
-147,-36,4050,4052.83,-32,12,4248,25,0,0,0,off,1,,
-172,-55,4001,4005.07,-18,-7,4569,16,0,0,0,off,1,,
-160,-62,3813,3816.86,131,9,4507,30,0,0,0,off,1,,
-166,-44,4008,4011.68,-10,-1,4245,28,0,0,0,off,1,,
-164,-35,3787,3790.71,-43,103,4447,27,0,0,0,off,1,,
-128,-57,4069,4071.41,-14,7,4628,26,0,0,0,off,1,,
-100,-27,4037,4038.33,-53,-4,4441,30,0,0,0,off,1,,
-114,-30,3950,3951.76,-26,-4,4136,29,0,0,0,off,1,,
-75,-17,4027,4027.73,-31,114,4164,26,0,0,0,off,1,,
-102,-39,4033,4034.48,-27,-11,4243,29,0,0,0,off,1,,
-86,-52,4068,4069.24,14,-3,4275,30,0,0,0,off,1,,
-85,-30,4047,4048.00,-30,-9,4134,15,0,0,0,off,1,,
-132,-33,4043,4045.29,-10,-11,4322,27,0,0,0,off,1,,
-91,-41,4039,4040.23,-26,110,4197,24,0,0,0,off,1,,
-158,-36,4045,4048.24,-49,49,4215,16,0,0,0,off,1,,
-175,-134,3981,3987.10,-77,135,4302,23,0,0,0,off,1,,
-243,-62,4061,4068.74,-117,188,4759,30,0,0,0,off,1,,
-229,-48,4005,4011.83,21,110,4957,26,0,0,0,off,1,,
-143,-81,3707,3710.64,49,160,4306,29,0,0,0,off,1,,
-84,41,3846,3847.14,12,82,4341,30,0,0,0,off,1,,
-86,58,4047,4048.33,0,77,4158,26,0,0,0,off,1,,
-82,48,4062,4063.11,-39,87,4167,24,0,0,0,off,1,,
-106,40,4042,4043.59,2,85,4277,30,0,0,0,off,1,,
-98,62,3782,3783.78,68,88,4616,26,0,0,0,off,1,,
-123,43,3900,3902.18,-28,81,4185,21,0,0,0,off,1,,
-101,58,4006,4007.69,-16,93,4212,20,0,0,0,off,1,,
-167,15,4051,4054.47,177,133,4429,16,0,0,0,off,1,,
-281,-27,3231,3243.31,44,75,4522,29,0,0,0,off,1,,
-73,-18,4059,4059.70,-16,20,4197,15,0,0,0,off,1,,
-166,-47,3025,3029.92,-142,14,4305,27,0,0,0,off,1,,
-149,-21,3951,3953.86,-5,-18,4331,30,0,0,0,off,1,,
-121,-30,4077,4078.91,5,18,4250,21,0,0,0,off,1,,
-61,-17,3640,3640.55,22,12,4186,27,0,0,0,off,1,,
-69,-13,4081,4081.60,-24,13,4148,30,0,0,0,off,1,,
-81,-15,4089,4089.83,-16,9,4267,23,0,0,0,off,1,,
-69,-16,3920,3920.64,-11,9,4196,30,0,0,0,off,1,,
-86,-21,3951,3951.99,-6,10,4182,28,0,0,0,off,1,,
-152,-27,3761,3764.17,14,37,4248,20,0,0,0,off,1,,
-161,-19,3850,3853.41,-22,22,4304,24,0,0,0,off,1,,
-100,-36,4075,4076.39,-4,10,4393,30,0,0,0,off,1,,
-70,-23,3716,3716.73,-21,12,4161,23,0,0,0,off,1,,
-173,-17,4054,4057.73,76,15,4396,30,0,0,0,off,1,,
-77,-22,3879,3879.83,-29,33,4178,15,0,0,0,off,1,,
-130,-19,4067,4069.12,-15,29,4265,30,0,0,0,off,1,,
-155,-38,4018,4021.17,-1,10,4586,27,0,0,0,off,1,,
-143,-45,3830,3832.93,148,26,4524,25,0,0,0,off,1,,
-149,-27,4025,4027.85,7,16,4262,30,0,0,0,off,1,,
-147,-18,3804,3806.88,-26,120,4464,27,0,0,0,off,1,,
-111,-40,4086,4087.70,3,24,4645,25,0,0,0,off,1,,
-83,-10,4054,4054.86,-36,13,4458,24,0,0,0,off,1,,
-97,-13,3967,3968.21,-9,13,4153,30,0,0,0,off,1,,
-58,0,4044,4044.42,-14,131,4181,25,0,0,0,off,1,,
-85,-22,4050,4050.95,-10,6,4260,30,0,0,0,off,1,,
-69,-35,4085,4085.73,31,14,4292,23,0,0,0,off,1,,
-68,-13,4064,4064.59,-13,8,4151,28,0,0,0,off,1,,
-115,-16,4060,4061.66,7,6,4339,30,0,0,0,off,1,,
-74,-24,4056,4056.75,-9,127,4214,23,0,0,0,off,1,,
-141,-19,4062,4064.49,-32,66,4232,26,0,0,0,off,1,,
-158,-117,3998,4002.83,-60,152,4319,27,0,0,0,off,1,,
-240,-59,4064,4071.51,-114,191,4762,30,0,0,0,off,1,,
-226,-45,4008,4014.62,24,113,4960,24,0,0,0,off,1,,
-140,-78,3710,3713.46,52,163,4309,19,0,0,0,off,1,,
-81,44,3849,3850.10,15,85,4344,17,0,0,0,off,1,,
-83,61,4050,4051.31,3,80,4161,26,0,0,0,off,1,,
-79,51,4065,4066.09,-36,90,4170,29,0,0,0,off,1,,
-103,43,4045,4046.54,5,88,4280,20,0,0,0,off,1,,
-95,65,3785,3786.75,71,91,4619,29,0,0,0,off,1,,
-120,46,3903,3905.12,-25,84,4188,28,0,0,0,off,1,,
-98,61,4009,4010.66,-13,96,4215,25,0,0,0,off,1,,
-164,18,4054,4057.36,180,136,4432,28,0,0,0,off,1,,
-278,-24,3234,3246.02,47,78,4525,27,0,0,0,off,1,,
-70,-15,4062,4062.63,-13,23,4200,28,0,0,0,off,1,,
-163,-44,3028,3032.70,-139,17,4308,30,0,0,0,off,1,,
-146,-18,3954,3956.74,-2,-15,4334,24,0,0,0,off,1,,
-118,-27,4080,4081.80,8,21,4253,17,0,0,0,off,1,,
-58,-14,3643,3643.49,25,15,4189,26,0,0,0,off,1,,
-66,-10,4084,4084.55,-21,16,4151,30,0,0,0,off,1,,
-78,-12,4092,4092.76,-13,12,4270,23,0,0,0,off,1,,
-66,-13,3923,3923.58,-8,12,4199,29,0,0,0,off,1,,
-83,-18,3954,3954.91,-3,13,4185,24,0,0,0,off,1,,
-149,-24,3764,3767.02,17,40,4251,25,0,0,0,off,1,,
-158,-16,3853,3856.27,-19,25,4307,27,0,0,0,off,1,,
-97,-33,4078,4079.29,-1,13,4396,24,0,0,0,off,1,,
-67,-20,3719,3719.66,-18,15,4164,30,0,0,0,off,1,,
-170,-14,4057,4060.58,79,18,4399,25,0,0,0,off,1,,
-74,-19,3882,3882.75,-26,36,4181,28,0,0,0,off,1,,
-127,-16,4070,4072.01,-12,32,4268,30,0,0,0,off,1,,
-152,-35,4021,4024.02,2,13,4589,27,0,0,0,off,1,,
-140,-42,3833,3835.79,151,29,4527,30,0,0,0,off,1,,
-146,-24,4028,4030.72,10,19,4265,21,0,0,0,off,1,,
-144,-15,3807,3809.75,-23,123,4467,23,0,0,0,off,1,,
-108,-37,4089,4090.59,6,27,4648,25,0,0,0,off,1,,
-80,-7,4057,4057.79,-33,16,4461,30,0,0,0,off,1,,
-94,-10,3970,3971.13,-6,16,4156,28,0,0,0,off,1,,
-55,3,4047,4047.37,-11,134,4184,15,0,0,0,off,1,,
-82,-19,4053,4053.87,-7,9,4263,17,0,0,0,off,1,,
-66,-32,4088,4088.66,34,17,4295,30,0,0,0,off,1,,
-65,-10,4067,4067.53,-10,11,4154,27,0,0,0,off,1,,
-112,-13,4063,4064.56,10,9,4342,19,0,0,0,off,1,,
-71,-21,4059,4059.68,-6,130,4217,20,0,0,0,off,1,,
-138,-16,4065,4067.37,-29,69,4235,22,0,0,0,off,1,,
-155,-114,4001,4005.62,-57,155,4322,29,0,0,0,off,1,,
-262,-81,4042,4051.29,-136,169,4740,15,0,0,0,off,1,,
-248,-67,3986,3994.27,2,91,4938,29,0,0,0,off,1,,
-162,-100,3688,3692.91,30,141,4287,25,0,0,0,off,1,,
-103,22,3827,3828.45,-7,63,4322,18,0,0,0,off,1,,
-105,39,4028,4029.56,-19,58,4139,26,0,0,0,off,1,,
-101,29,4043,4044.37,-58,68,4148,16,0,0,0,off,1,,
-125,21,4023,4025.00,-17,66,4258,21,0,0,0,off,1,,
-117,43,3763,3765.06,49,69,4597,23,0,0,0,off,1,,
-142,24,3881,3883.67,-47,62,4166,16,0,0,0,off,1,,
-120,39,3987,3989.00,-35,74,4193,19,0,0,0,off,1,,
-186,-4,4032,4036.29,158,114,4410,30,0,0,0,off,1,,
-300,-46,3212,3226.31,25,56,4503,24,0,0,0,off,1,,
-92,-37,4040,4041.22,-35,1,4178,17,0,0,0,off,1,,
-185,-66,3006,3012.41,-161,-5,4286,28,0,0,0,off,1,,
-168,-40,3932,3935.79,-24,-37,4312,29,0,0,0,off,1,,
-140,-49,4058,4060.71,-14,-1,4231,19,0,0,0,off,1,,
-80,-36,3621,3622.06,3,-7,4167,22,0,0,0,off,1,,
-88,-32,4062,4063.08,-43,-6,4129,27,0,0,0,off,1,,
-100,-34,4070,4071.37,-35,-10,4248,30,0,0,0,off,1,,
-88,-35,3901,3902.15,-30,-10,4177,21,0,0,0,off,1,,
-105,-40,3932,3933.61,-25,-9,4163,16,0,0,0,off,1,,
-171,-46,3742,3746.19,-5,18,4229,30,0,0,0,off,1,,
-180,-38,3831,3835.41,-41,3,4285,20,0,0,0,off,1,,
-119,-55,4056,4058.12,-23,-9,4374,23,0,0,0,off,1,,
-89,-42,3697,3698.31,-40,-7,4142,28,0,0,0,off,1,,
-192,-36,4035,4039.73,57,-4,4377,30,0,0,0,off,1,,
-96,-41,3860,3861.41,-48,14,4159,22,0,0,0,off,1,,
-149,-38,4048,4050.92,-34,10,4246,17,0,0,0,off,1,,
-174,-57,3999,4003.19,-20,-9,4567,15,0,0,0,off,1,,
-162,-64,3811,3814.98,129,7,4505,21,0,0,0,off,1,,
-168,-46,4006,4009.79,-12,-3,4243,17,0,0,0,off,1,,
